City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,pago pago,-14.2781,-170.7025,26.55,74,40,3.09,AS,1690258766
362,tazovsky,67.4667,78.7,18.12,72,24,3.54,RU,1690258767
363,yukhnov,54.7444,35.2297,15.41,95,75,1.37,RU,1690258767
364,oranjemund,-28.55,16.4333,13.13,53,82,1.88,NA,1690258169
365,san juan nepomuceno,9.9516,-75.082,24.62,87,62,1.86,CO,1690258689
366,hami,42.8,93.45,34.42,13,0,2.55,CN,1690258714
367,toliara,-23.35,43.6667,16.74,85,2,2.48,MG,1690258537
368,grand falls-windsor,48.9332,-55.6649,18.61,87,34,2.74,CA,1690258239
369,vanino,49.0869,140.2543,22.44,82,34,3.0,RU,1690258770
370,ghanzi,-21.5667,21.7833,14.38,33,23,2.09,BW,1690258771
371,vernon,50.2581,-119.2691,18.12,73,78,0.86,CA,1690258209
372,beloyarskiy,63.7119,66.6722,21.39,66,100,1.49,RU,1690258772
373,itaituba,-4.2761,-55.9836,22.85,56,3,0.21,BR,1690258772
374,baotou,40.6522,109.8222,32.69,26,68,4.21,CN,1690258773
375,viedma,-40.8135,-62.9967,6.52,78,96,7.47,AR,1690258186
376,yaren,-0.5472,166.916,29.18,72,41,4.09,NR,1690258773
377,revda,56.801,59.9303,16.98,85,51,3.46,RU,1690258774
378,tirumullaivasal,11.2333,79.8333,29.23,62,100,6.5,IN,1690258775
379,talnakh,69.4865,88.3972,18.45,51,45,2.11,RU,1690258775
380,talitsa,56.8804,60.0213,18.3,82,48,3.42,RU,1690258776
381,ak'ordat,15.5486,37.8867,26.45,56,78,3.08,ER,1690258776
382,gadzhiyevo,69.2551,33.3362,9.52,95,100,3.5,RU,1690258776
383,sabang,5.8933,95.3214,28.59,74,100,9.52,ID,1690258777
384,pisco,-13.7,-76.2167,17.23,88,1,2.57,PE,1690258777
385,cabo san lucas,22.8909,-109.9124,30.9,76,19,3.58,MX,1690258481
386,petropavlovsk-kamchatsky,53.0452,158.6483,26.33,41,40,2.0,RU,1690258739
387,karwar,14.8,74.1333,25.97,86,100,6.21,IN,1690258779
388,cidreira,-30.1811,-50.2056,17.57,97,100,4.8,BR,1690258779
389,carambei,-24.9178,-50.0972,11.95,73,37,1.19,BR,1690258780
390,tongchuan,35.0806,109.0897,32.22,41,0,4.6,CN,1690258780
391,porto novo,6.4965,2.6036,24.21,89,96,2.55,BJ,1690258209
392,kibaya,-5.3,36.5667,14.18,82,83,2.64,TZ,1690258781
393,piura,-5.2,-80.6333,22.07,75,33,5.93,PE,1690258781
394,narvik,68.4384,17.4272,14.34,93,66,0.76,NO,1690258782
395,new norfolk,-42.7826,147.0587,14.4,52,100,2.25,AU,1690258783
396,bikenibeu village,1.3673,173.1241,30.98,70,40,1.03,KI,1690258783
397,tongchuanshi,35.0806,109.0897,32.22,41,0,4.6,CN,1690258780
398,vittel,48.2009,5.9484,14.9,94,0,3.6,FR,1690258784
399,daxing,39.7214,116.3292,30.98,46,2,1.8,CN,1690258785
400,sonqor,34.7837,47.6004,26.35,18,0,0.86,IR,1690258785
401,aden,12.7794,45.0367,30.53,75,100,0.3,YE,1690258499
402,altai,46.3722,96.2583,18.0,32,22,2.93,MN,1690258208
403,kununurra,-15.7667,128.7333,21.99,23,9,5.66,AU,1690258788
404,queenstown,-31.8976,26.8753,2.54,57,11,1.61,ZA,1690258788
405,zonguldak,41.25,31.8333,12.47,67,0,1.79,TR,1690258536
406,dunedin,-45.8742,170.5036,9.89,65,90,2.68,NZ,1690258789
407,tual,-5.6667,132.75,24.87,76,84,10.61,ID,1690258789
408,bucerias,20.75,-105.3333,28.99,84,100,1.54,MX,1690258790
409,smara,26.7384,-11.6719,18.97,84,0,5.36,EH,1690258790
410,carutapera,-1.195,-46.02,24.44,89,5,1.55,BR,1690258791
411,dumai,1.6833,101.45,31.92,55,95,1.55,ID,1690258637
412,alaghsas,17.0187,8.0168,28.05,55,72,3.77,NE,1690258235
413,kaa-khem,51.6833,94.7333,21.33,46,96,2.44,RU,1690258792
414,severo-yeniseyskiy,60.3725,93.0408,25.1,47,10,1.51,RU,1690258792
415,yulinshi,38.2906,109.7494,32.01,29,0,6.77,CN,1690258542
416,nogales,31.3086,-110.9422,25.69,64,75,3.09,MX,1690258794
417,laascaanood,8.4774,47.3597,22.13,66,42,15.24,SO,1690258737
418,karratha,-20.7377,116.8463,21.91,48,0,10.31,AU,1690258795
419,amalapuram,16.5833,82.0167,26.39,87,100,5.53,IN,1690258186
420,crane,31.3974,-102.3501,31.18,26,0,5.53,US,1690258197
421,broome,42.2506,-75.833,18.59,89,75,3.09,US,1690258796
422,dubovskoye,47.4092,42.7575,23.02,64,44,3.16,RU,1690258797
423,fomboni,-12.28,43.7425,25.22,72,54,6.65,KM,1690258797
424,codajas,-3.8367,-62.0569,24.16,61,4,0.76,BR,1690258798
425,yanam,16.7333,82.2167,28.15,81,100,5.89,IN,1690258798
426,totskoye,52.5248,52.7623,21.5,62,46,1.48,RU,1690258799
427,port shepstone,-30.7414,30.455,12.62,68,2,2.38,ZA,1690258799
428,cromer,52.9312,1.2989,9.52,69,100,3.19,GB,1690258799
429,daru,-9.0763,143.2092,25.9,67,100,4.01,PG,1690258226
430,manokwari,-0.8667,134.0833,28.46,72,24,1.77,ID,1690258614
431,sylvan lake,52.3168,-114.0853,22.42,76,75,1.03,CA,1690258801
432,bayanaul,50.7889,75.6956,23.64,36,100,2.2,KZ,1690258802
433,possneck,50.6936,11.5923,15.24,97,99,1.81,DE,1690258803
434,sharypovo,55.5403,89.2008,16.91,94,100,1.57,RU,1690258804
435,carnarvon,-24.8667,113.6333,21.71,50,88,11.7,AU,1690258804
436,gisborne,-38.6533,178.0042,14.89,65,33,3.02,NZ,1690258805
437,dubai,25.2582,55.3047,37.16,41,20,3.6,AE,1690258129
438,island harbour,50.724,-1.2758,13.59,95,93,0.45,GB,1690258806
439,inarajan village,13.2736,144.7484,29.66,86,100,5.15,GU,1690258806
440,sretensk,52.2453,117.7093,29.33,33,97,1.38,RU,1690258806
441,amahai,-3.3333,128.9167,25.63,79,84,6.14,ID,1690258807
442,worland,44.0169,-107.9554,23.82,60,0,3.09,US,1690258808
443,puerto baquerizo moreno,-0.9,-89.6,24.3,88,27,6.01,EC,1690258809
444,al jawf,29.5,38.75,27.3,29,0,3.12,SA,1690258809
445,saint-joseph,-21.3667,55.6167,20.82,79,5,2.6,RE,1690258810
446,ayorou,14.7308,0.9174,29.64,54,99,4.56,NE,1690258810
447,sovetskiy,61.3614,63.5842,15.3,88,100,1.35,RU,1690258729
448,mirny,62.5353,113.9611,28.36,45,17,3.19,RU,1690258811
449,anaconda,46.1285,-112.9423,22.55,61,100,2.6,US,1690258812
450,westport,41.1415,-73.3579,25.41,91,0,2.68,US,1690258812
451,amparafaravola,-17.5833,48.2167,15.71,86,97,1.23,MG,1690258813
452,curup,-3.4667,102.5333,27.72,55,13,1.55,ID,1690258813
453,huetamo de nunez,18.5833,-100.8833,24.23,91,94,0.87,MX,1690258611
454,el granada,37.5027,-122.4694,20.59,83,100,7.72,US,1690258815
455,mwingi,-0.9344,38.0601,17.58,81,90,3.42,KE,1690258816
456,pimentel,-6.8367,-79.9342,22.16,83,75,5.66,PE,1690258816
457,aswan,24.0934,32.907,32.42,19,1,3.29,EG,1690258718
458,byron bay,-28.65,153.6167,19.84,53,1,5.71,AU,1690258818
459,labrador city,52.9463,-66.9114,16.95,67,100,2.06,CA,1690258818
460,nosy varika,-20.5833,48.5333,18.79,87,11,1.97,MG,1690258819
461,leones,-32.6617,-62.2968,6.73,93,0,2.65,AR,1690258819
462,khandyga,62.6667,135.6,29.47,43,23,3.2,RU,1690258820
463,cruzeiro do sul,-29.5128,-51.9853,17.5,94,100,0.2,BR,1690258820
464,broken hill,-31.95,141.4333,14.6,46,0,3.4,AU,1690258655
465,sault ste. marie,46.5168,-84.3333,16.16,93,0,2.06,CA,1690258822
466,fort dodge,42.4975,-94.168,23.08,88,0,2.57,US,1690258664
467,ulsteinvik,62.3432,5.8487,14.95,88,100,7.15,NO,1690258823
468,port-vila,-17.7338,168.3219,20.78,94,100,3.6,VU,1690258823
469,pariaman,-0.619,100.12,31.03,65,52,1.62,ID,1690258824
470,belmonte,-15.8631,-38.8828,20.72,90,17,3.52,BR,1690258824
471,telenesti,47.4997,28.3656,21.83,47,26,1.36,MD,1690258825
472,san ignacio,17.1561,-89.0714,26.08,100,0,0.0,BZ,1690258648
473,sesheke,-17.4759,24.2968,11.94,46,13,2.45,ZM,1690258826
474,sosnogorsk,63.6023,53.8817,17.91,66,96,2.66,RU,1690258827
475,ampara,7.2833,81.6667,30.9,52,100,0.66,LK,1690258827
476,nar'yan-mar,67.6713,53.087,18.42,72,54,4.64,RU,1690258828
477,pyhajarvi,67.0701,27.2176,11.68,91,94,2.87,FI,1690258828
478,vina del mar,-33.0246,-71.5518,14.35,63,0,1.54,CL,1690258829
479,tshabong,-26.05,22.45,10.26,21,51,3.95,BW,1690258829
480,immokalee,26.4187,-81.4173,28.97,89,100,0.0,US,1690258613
481,praia,14.9215,-23.5087,25.3,83,20,6.69,CV,1690258568
482,andergrove,-21.0833,149.1833,20.36,86,75,8.76,AU,1690258831
483,kandava,57.0409,22.7747,14.53,99,100,3.46,LV,1690258831
484,nizamabad,18.6667,78.1167,22.76,96,100,6.73,IN,1690258654
485,kibre mengist,5.8833,38.9833,15.17,94,100,0.78,ET,1690258832
486,nouadhibou,20.931,-17.0347,22.99,73,32,7.2,MR,1690258833
487,piti village,13.4626,144.6933,29.61,85,75,3.09,GU,1690258833
488,swakopmund,-22.6833,14.5333,11.66,89,31,1.34,NA,1690258801
489,afaahiti,-17.75,-149.2833,25.93,82,5,7.77,PF,1690258834
490,padang,-0.9492,100.3543,31.03,65,34,1.92,ID,1690258784
491,plettenberg bay,-34.0527,23.3716,9.46,54,0,1.95,ZA,1690258624
492,tulun,54.5611,100.5792,23.12,51,14,0.88,RU,1690258835
493,corinto,37.9407,22.9573,26.05,49,0,0.73,GR,1690258836
494,brokopondo,4.75,-55.1667,25.56,81,84,0.54,SR,1690258754
495,placido de castro,-10.3353,-67.1856,23.0,53,3,0.92,BR,1690258836
496,el alto,-4.2714,-81.2147,20.53,83,3,8.27,PE,1690258637
497,dalbandin,28.8947,64.4101,31.46,46,99,2.83,PK,1690258837
498,marquette,46.5333,-87.6335,14.09,80,1,0.45,US,1690258838
499,aras-asan,8.8908,126.3033,29.8,66,90,4.82,PH,1690258839
500,puerto santa,-8.9906,-78.6456,21.09,80,78,4.91,PE,1690258839
501,kapuskasing,49.4169,-82.4331,13.05,87,20,0.51,CA,1690258840
502,san andres,12.5847,-81.7006,29.01,79,20,6.69,CO,1690258840
503,bavly,54.393,53.2602,18.83,74,50,0.89,RU,1690258841
504,hrebinka,50.1171,32.4361,19.63,63,66,4.58,UA,1690258841
505,kidatu,-7.6992,36.9572,20.56,82,71,0.23,TZ,1690258841
506,zhongshu,24.5167,103.7667,25.26,63,76,3.66,CN,1690258842
507,puerto armuelles,8.2833,-82.8667,27.83,70,100,1.34,PA,1690258580
508,luderitz,-26.6481,15.1594,11.46,80,60,1.59,NA,1690258807
509,khovd,48.0056,91.6419,21.26,33,15,2.69,MN,1690258752
510,kummersbruck,49.4192,11.8883,15.2,95,100,0.95,DE,1690258844
511,corner brook,48.9667,-57.9484,19.09,94,84,2.1,CA,1690258844
512,lichuan,30.3,108.85,24.54,82,99,1.72,CN,1690258845
513,sanghar,26.0466,68.9481,31.28,71,100,2.35,PK,1690258845
514,rikaze,29.25,88.8833,14.85,58,96,0.26,CN,1690258845
515,thunder bay,48.4001,-89.3168,13.99,88,3,0.51,CA,1690258846
516,metairie,29.9841,-90.1528,28.99,73,0,2.06,US,1690258846
517,rawson,-43.3002,-65.1023,8.67,63,100,13.64,AR,1690258847
518,ventspils,57.3894,21.5606,15.96,100,75,4.12,LV,1690258847
519,darwin,-12.4611,130.8418,24.38,29,0,5.14,AU,1690258662
520,fort st. john,56.2499,-120.8529,15.94,72,100,2.06,CA,1690258848
521,makokou,0.5738,12.8642,19.5,97,11,1.13,GA,1690258748
522,tostado,-29.232,-61.7692,11.66,76,100,4.51,AR,1690258849
523,portage la prairie,49.9728,-98.2926,21.63,79,30,1.79,CA,1690258850
524,bezhetsk,57.7851,36.6965,13.27,85,39,2.35,RU,1690258850
525,jiangzi,28.95,89.6333,9.64,64,100,1.63,CN,1690258851
526,ploudalmezeau,48.5333,-4.65,15.16,94,100,1.54,FR,1690258851
527,pionerskiy,54.9508,20.2275,16.91,88,69,5.89,RU,1690258851
528,poronaysk,49.2167,143.1167,20.71,82,17,3.72,RU,1690258723
529,al muwayh,22.4333,41.7583,28.77,14,95,4.44,SA,1690258852
530,hailar,49.2,119.7,24.58,58,96,2.92,CN,1690258561
531,nikolayevsk-on-amure,53.1406,140.73,28.45,46,71,3.68,RU,1690258853
532,padangsidempuan,1.3667,99.2667,29.99,54,75,1.91,ID,1690258854
533,christchurch,-43.5333,172.6333,10.51,88,75,3.09,NZ,1690258625
534,empalme,27.9667,-110.8167,33.53,60,4,2.7,MX,1690258855
535,akjoujt,19.6969,-14.4164,29.07,43,34,4.58,MR,1690258855
536,cannonvale,-20.2833,148.7,19.66,76,17,6.56,AU,1690258856
537,itoman,26.1247,127.6694,33.01,62,75,10.29,JP,1690258800
538,huelma,37.6713,-3.39,18.98,57,0,0.94,ES,1690258857
539,shalqar,47.8333,59.6,29.66,27,91,3.04,KZ,1690258857
540,kruisfontein,-34.0033,24.7314,6.11,70,0,2.33,ZA,1690258857
541,kuruman,-27.4524,23.4325,7.87,19,98,4.42,ZA,1690258754
542,rio san juan,19.6439,-70.0763,26.49,87,24,4.58,DO,1690258859
543,berezovyy,51.6667,135.7,17.35,98,100,1.12,RU,1690258859
544,las heras,-46.5419,-68.9359,-0.03,98,100,1.9,AR,1690258860
545,saint-francois,46.4154,3.9054,15.69,82,100,2.06,FR,1690258860
546,riosucio,5.4216,-75.7032,12.78,97,100,0.58,CO,1690258652
547,sakakah,29.9697,40.2064,29.76,23,0,2.18,SA,1690258861
548,gypsum,39.6469,-106.9517,26.31,27,0,2.57,US,1690258862
549,isangel,-19.55,169.2667,20.77,75,100,7.5,VU,1690258862
550,taoudenni,22.6783,-3.9836,37.43,15,83,1.44,ML,1690258863
551,madimba,-10.4,40.3333,21.62,94,20,6.69,TZ,1690258863
552,arenapolis,-14.4503,-56.8461,20.77,44,0,1.3,BR,1690258864
553,ebon,4.582,168.6964,28.33,77,39,3.61,MH,1690258864
554,kas,36.2018,29.6377,28.96,41,0,3.74,TR,1690258865
555,la romana,18.4273,-68.9728,25.96,84,7,4.73,DO,1690258865
556,novodvinsk,64.4165,40.8122,14.25,80,65,1.95,RU,1690258866
557,joao monlevade,-19.81,-43.1736,15.1,92,69,0.75,BR,1690258629
558,starobaltachevo,56.0013,55.9213,16.92,84,77,2.32,RU,1690258867
559,palmer,42.1584,-72.3287,21.65,78,0,2.57,US,1690258867
560,punta cardon,11.6581,-70.215,26.47,86,24,12.04,VE,1690258868
561,sansanne-mango,10.3592,0.4708,22.94,93,96,1.81,TG,1690258868
562,druskininkai,54.0167,23.9667,19.25,94,97,2.5,LT,1690258824
563,peace river,56.2501,-117.286,16.17,94,100,5.14,CA,1690258869
564,misratah,32.3754,15.0925,30.03,47,0,3.72,LY,1690258870
565,loango,-4.6719,11.8312,20.81,100,75,2.57,CG,1690258870
566,zakynthos,37.7914,20.8953,26.47,83,0,0.0,GR,1690258871
567,virginia,37.5481,-77.4467,23.95,93,20,0.0,US,1690258871
568,hawkesbury,45.6001,-74.616,18.16,97,66,1.75,CA,1690258872
569,mossel bay,-34.1831,22.146,4.96,58,0,1.76,ZA,1690258576
570,kharan,28.5833,65.4167,30.99,49,100,0.88,PK,1690258873
571,monrovia,6.3005,-10.7969,24.87,86,100,3.61,LR,1690258873
572,sao joao dos patos,-6.495,-43.7022,20.5,55,3,1.41,BR,1690258701
573,khanty-mansiysk,61.0042,69.0019,17.06,100,20,1.0,RU,1690258874
574,elkins,38.9259,-79.8467,19.7,95,0,0.0,US,1690258875
575,chui,-33.6971,-53.4616,10.81,93,100,6.05,UY,1690258715
576,lugovoye,42.9094,72.7178,33.46,16,18,2.29,KZ,1690258876
577,sampit,-2.5333,112.95,31.88,49,20,1.8,ID,1690258876
578,lisakovsk,52.5369,62.4936,24.24,41,68,3.81,KZ,1690258877
579,veinticinco de mayo,-35.4323,-60.1727,3.32,94,0,0.89,AR,1690258877
580,swan hill,-35.3378,143.5544,15.84,49,0,2.02,AU,1690258877
581,ghadamis,30.1337,9.5007,31.14,16,0,4.74,LY,1690258878
582,tocopilla,-22.092,-70.1979,16.86,80,47,2.01,CL,1690258878
583,lichinga,-13.3128,35.2406,13.05,82,20,2.57,MZ,1690258879
584,barra velha,-26.6322,-48.6847,17.16,97,13,0.42,BR,1690258596
585,siwa oasis,29.2041,25.5195,28.66,45,0,4.05,EG,1690258881
586,kourou,5.1552,-52.6478,24.03,90,87,3.01,GF,1690258881
587,bella vista,36.4295,-94.2316,27.09,73,0,3.09,US,1690258632
588,mar del plata,-38.0023,-57.5575,7.19,77,40,6.71,AR,1690258882
589,mil'kovo,55.6078,37.7956,16.08,93,45,1.32,RU,1690258883
590,trabzon,40.9167,39.8333,21.05,64,75,3.6,TR,1690258602
591,pemangkat,1.1667,108.9667,30.24,63,91,4.78,ID,1690258884
592,buala,-8.145,159.5921,27.78,80,100,2.35,SB,1690258884
593,el calafate,-50.3408,-72.2768,-5.8,72,100,1.13,AR,1690258885
594,lensk,60.7253,114.9278,33.36,26,1,2.15,RU,1690258885
595,warragul,-38.1667,145.9333,15.53,54,30,1.72,AU,1690258885
596,banlung,13.7468,107.0045,23.9,90,100,1.84,KH,1690258603
597,hastings,50.8552,0.5729,13.51,51,98,4.29,GB,1690258886
598,laminusa,5.5549,120.9136,28.51,82,97,9.4,PH,1690258887
599,jining,35.405,116.5814,34.99,49,45,2.93,CN,1690258674
